Verb,Unconditional MLE,Fisher's p,Verb frequency,Collostruction frequency,'Zijn' ratio
behalen,0.811964524843,0.0029848863514,940,290,0.109574468085
vastbinden,0.809708255493,0.517011739386,65,20,0.507692307692
zakken,0.809682799095,0.382059174151,91,28,1.0
executeren,0.807321936318,0.109895821452,267,82,0.187265917603
voorbereiden,0.806986144448,0.145915206689,228,70,0.425438596491
ophouden,0.805805372997,0.46897288465,75,23,0.44
uitschakelen,0.805591010464,0.00303645210838,880,270,0.220454545455
verleggen,0.801568564539,0.315305720308,108,33,0.203703703704
verzamelen,0.800561395149,0.0109908228906,609,186,0.285714285714
overschrijden,0.800161374324,0.207650979476,154,47,0.181818181818
doen,0.800090355723,4.45169336302e-11,4040,1237,0.149504950495
interviewen,0.797051786887,0.450618079061,69,21,0.130434782609
handelen,0.794364046335,0.150942250501,191,58,0.0471204188482
veroveren,0.788926014936,0.000283954143305,1101,333,0.176203451408
tonen,0.788222782878,0.00375838100627,695,210,0.0258992805755
schuiven,0.778854793422,0.109692932027,207,62,0.299516908213
arriveren,0.777803276827,0.227590067004,127,38,1.0
tekenen,0.777795688594,0.000908398248853,825,247,0.212121212121
duwen,0.775557189127,0.190982644527,144,43,0.0902777777778
aanraden,0.774288918966,0.409116479984,57,17,0.157894736842
verkleinen,0.771946606478,0.305752608095,84,25,0.166666666667
trekken,0.768921383258,0.000838966988325,761,226,0.332457293035
uitsturen,0.767099867713,0.397574494915,54,16,0.277777777778
terugkomen,0.767099867713,0.397574494915,54,16,0.962962962963
torpederen,0.765165504484,0.323575818469,71,21,0.112676056338
verklaren,0.762711230224,0.00014763435157,921,272,0.312703583062
uitsterven,0.758765418476,0.0111116855242,408,120,1.0
aanmaken,0.757774921033,0.0988782302496,177,52,0.141242937853
verwerpen,0.756425901111,0.105802144434,167,49,0.179640718563
ratificeren,0.755401744859,0.410195832973,58,17,0.206896551724
afleiden,0.75395534591,9.24785932052e-06,1157,339,0.885911840968
aanroepen,0.750160195118,0.324220299586,72,21,0.0138888888889
delven,0.748239610614,0.289655865757,79,23,0.113924050633
uithalen,0.747428583768,0.397899066678,55,16,0.2
planten,0.746242958076,0.175695583647,117,34,0.42735042735
opwarmen,0.745298324222,0.352845169224,62,18,0.338709677419
terechtstellen,0.741067066399,0.251186699016,83,24,0.228915662651
stijgen,0.738964133831,0.10348672779,149,43,1.0
herdenken,0.737357084129,0.148794109805,118,34,0
vervoeren,0.732230913624,0.00474163071014,401,115,0.1072319202
gezien,0.732192255269,8.47032181414e-19,3820,1099,0.0387434554974
ontvangen,0.732062754553,1.03974206701e-06,1164,334,0.138316151203
aanhalen,0.728720673752,0.234210435586,77,22,0.0649350649351
stichten,0.725922626979,5.5122491531e-07,1164,332,0.213058419244
gieten,0.725666894077,0.0663456398256,172,49,0.337209302326
dienen,0.724149832686,0.00549934086718,355,101,0.0507042253521
werpen,0.72235653391,0.0703623814498,162,46,0.117283950617
ontstaan,0.722207414504,2.29383044516e-17,3217,916,1.0
vertolken,0.721074563163,0.103566929384,134,38,0.0597014925373
exposeren,0.720262816287,0.281786548393,60,17,0.0666666666667
injecteren,0.720262816287,0.281786548393,60,17,0.166666666667
grijpen,0.719052886482,0.0677981573508,159,45,0.106918238994
uitspelen,0.715668492705,0.121533451529,117,33,0.529914529915
afstemmen,0.711925100077,0.105773615984,121,34,0.793388429752
formuleren,0.710441986734,0.0759262016995,139,39,0.446043165468
aanpassen,0.710253852322,3.05223551079e-05,709,199,0.521861777151
voldaan,0.708381508743,0.000591011942644,482,135,0.381742738589
schenken,0.702562875113,0.000295909801927,510,142,0.203921568627
gevallen,0.699216467397,7.35699454065e-05,591,164,0.998307952623
creëren,0.69862637116,4.33153187833e-05,631,175,0.19175911252
meetellen,0.698349283216,0.168157845672,83,23,0.0602409638554
overlijden,0.696584778002,1.49307102897e-12,1837,509,0.999455634186
opsplitsen,0.694670564481,0.0403311658904,163,45,0.269938650307
aanleren,0.692289468275,0.207842050891,69,19,0.188405797101
oprollen,0.689352038516,0.305166494191,51,14,0.490196078431
geleden,0.688647762362,0.00560230107602,277,76,0.043321299639
verblijven,0.687473007921,0.178169125047,73,20,0.109589041096
verzoeken,0.686102425345,0.0849268915606,106,29,0.0566037735849
vertonen,0.685140415814,0.00378624995958,289,79,0.124567474048
inbouwen,0.68457950671,0.0157787148826,205,56,0.565853658537
ingrijpen,0.683193015084,0.259126171125,55,15,0.0545454545455
storten,0.683130586708,0.0704647986717,121,33,0.388429752066
overblijven,0.681891427384,0.0031774523512,290,79,1.0
doorlopen,0.681233687337,0.0295499111989,169,46,0.147928994083
inhalen,0.679308405243,0.131477288276,81,22,0.148148148148
beschouwen,0.672483209109,1.80547160941e-20,2645,715,0.0272211720227
stoten,0.671184882665,0.124715810103,78,21,0.217948717949
vergaan,0.669760615185,0.103290920259,93,25,1.0
omdraaien,0.666527936841,0.208870510723,56,15,0.446428571429
betitelen,0.665659286949,0.137493521476,71,19,0.0704225352113
verwoorden,0.662484403098,0.177763132026,60,16,0.216666666667
kopen,0.659906788817,2.80439739766e-08,868,231,0.124423963134
inlichten,0.65895660048,0.151660182481,64,17,0.296875
indrukken,0.658896707796,0.0415820876111,128,34,0.21875
inschakelen,0.658896707796,0.0415820876111,128,34,0.3125
verslaan,0.657564460659,4.01292180663e-10,1081,287,0.300647548566
fusilleren,0.657032382555,0.107530563066,83,22,0.325301204819
uitbetalen,0.655851697379,0.129697957097,68,18,0.0735294117647
toelaten,0.65214233211,7.14049176673e-06,546,144,0.265567765568
omvormen,0.651965496171,0.00353843401166,239,63,0.188284518828
scoren,0.649682167374,0.00510919538439,213,56,0.0845070422535
vervaardigen,0.648174562082,9.12482512016e-07,636,167,0.336477987421
aanwennen,0.647188936748,0.0507224376692,103,27,0.0679611650485
uitstoten,0.642990090905,0.130244287538,69,18,0.130434782609
zorgen,0.642797856243,0.00103466745583,276,72,0.0144927536232
genieten,0.6421086131,0.00744779390993,188,49,0.0425531914894
ervaren,0.64197532293,4.41604274647e-05,422,110,0.042654028436
onthullen,0.63931621684,0.00426388359935,204,53,0.107843137255
doortrekken,0.638513187346,0.0224719449688,131,34,0.335877862595
roven,0.63552314011,0.133483615104,58,15,0.241379310345
emigreren,0.629722095036,0.0352489140246,109,28,1.0
aansturen,0.628915107976,0.0304096876597,113,29,0.0265486725664
aantrekken,0.628337561988,0.000701198852074,269,69,0.159851301115
terechtkomen,0.628127594263,0.0117596478875,156,40,1.0
stellen,0.627349233258,1.81850236575e-23,2255,579,0.235920177384
ontmoeten,0.622449249779,5.26998423032e-05,369,94,0
halen,0.622247275277,3.3256439614e-14,1267,323,0.157063930545
begaan,0.620019702172,0.00075325059325,252,64,0.269841269841
ondertekenen,0.615264421758,0.000203754052213,297,75,0.23569023569
houden,0.614925484096,5.5015243526e-72,6761,1719,0.0465907410146
verrijden,0.614103001338,3.5001748962e-06,452,114,0.0309734513274
oplossen,0.612239012574,3.07135044349e-06,457,115,0.527352297593
introduceren,0.610972794425,2.74812207235e-11,907,228,0.216097023153
wonen,0.610869426652,7.27603762966e-06,414,104,0
opslokken,0.607281604499,0.14634876163,52,13,0.134615384615
aanbouwen,0.607267045977,0.076439909948,68,17,0.514705882353
afsnijden,0.60269901164,0.00302937486095,181,45,0.353591160221
verheffen,0.602441243068,2.23831139489e-05,354,88,0.225988700565
sturen,0.599582362493,6.16647004219e-14,1073,266,0.206896551724
zenden,0.596468826837,0.000638874461058,227,56,0.20704845815
openstellen,0.594429318178,0.0116210846886,126,31,0.301587301587
lopen,0.593788692445,2.4944164495e-07,492,121,0.30081300813
indelen,0.591667837008,7.34142173701e-08,530,130,0.420754716981
afwerken,0.591616729416,0.00418939153912,155,38,0.361290322581
meerekenen,0.589385343068,0.0355894191538,90,22,0.1
uitrusten,0.58917169817,9.63180382294e-09,593,145,0.804384485666
overleven,0.588084669015,1.05467997858e-06,426,104,0.00704225352113
weglopen,0.586671460981,0.0439206942965,78,19,1.0
geven,0.586458757159,1.20221191376e-45,3550,868,0.11323943662
ingeven,0.584348092565,0.0601695656713,70,17,0.614285714286
aanraken,0.581938519287,0.0238754117061,95,23,0.136842105263
afvallen,0.577654932743,0.0883580223501,54,13,1.0
terugbrengen,0.576961959336,0.000415483149245,212,51,0.264150943396
eisen,0.576821548416,0.00264143425319,158,38,0.101265822785
doordringen,0.57421419571,0.00769019984661,121,29,0.95867768595
blijken,0.573456980581,1.68290168685e-05,309,74,1.0
voltrekken,0.573105244321,0.00889708445902,117,28,0.222222222222
blootstellen,0.571749117234,1.42554500745e-06,385,92,0.303896103896
droogleggen,0.569314980425,0.064355341705,63,15,0.460317460317
samenstellen,0.568331597997,1.14157957578e-10,664,158,0.605421686747
blazen,0.567802483964,0.0162504115934,101,24,0.0594059405941
goedkeuren,0.566474538569,3.12708563849e-07,413,98,0.384987893462
deponeren,0.563899692285,0.0683288769056,55,13,0.345454545455
opmerken,0.563307671368,9.65026671079e-06,309,73,0.106796116505
deporteren,0.56199377914,0.00603808441372,123,29,0.252032520325
aanbevelen,0.560551386294,0.0423802689913,68,16,0.0735294117647
vrijgeven,0.555151914478,0.00305692413387,137,32,0.284671532847
dragen,0.553625167559,9.44595641754e-07,356,83,0.418539325843
aanvullen,0.552430497482,0.00116200471639,159,37,0.14465408805
afscheiden,0.550173231584,3.75231400452e-05,250,58,0.184
overtreden,0.549416431953,0.0206525923323,82,19,0.109756097561
overeenkomen,0.548449519009,0.00423377860488,121,28,0.661157024793
samenvoegen,0.548132449131,5.55022916146e-09,484,112,0.219008264463
toedoen,0.546550704296,0.0807142016423,52,12,0.980769230769
vergaren,0.546539373493,0.0380952178614,65,15,0.0923076923077
bezorgd,0.544403463511,0.00566967607495,113,26,0.0884955752212
afsplitsen,0.54418875258,0.00010239558235,213,49,0.225352112676
verschijnen,0.541963184391,7.64313600336e-13,706,162,1.0
uitwerken,0.541704554045,2.31271401622e-05,253,58,0.387351778656
aanmoedigen,0.539787253241,0.0328477833633,70,16,0.0285714285714
afdekken,0.535802434187,0.013751101886,88,20,0.340909090909
meevoeren,0.535802434187,0.013751101886,88,20,0.170454545455
oproepen,0.533106279306,2.91220898268e-09,468,106,0.102564102564
aandrijven,0.53195783057,9.66657657974e-09,429,97,0.018648018648
afsluiten,0.528817103828,1.78215955924e-14,755,170,0.298013245033
uitnodigen,0.522398917143,1.60122814132e-09,453,101,0.300220750552
verwekken,0.520475584132,0.0034530022899,108,24,0.314814814815
opgraven,0.520406526192,9.72981467478e-05,189,42,0.455026455026
roepen,0.518233487178,2.75550270186e-07,325,72,0.295384615385
opvangen,0.517709995775,5.12761770344e-06,253,56,0.0830039525692
uitdrukken,0.513724243983,4.38215960923e-05,200,44,0.09
opleiden,0.511912555545,5.35941559938e-09,401,88,0.346633416459
ombouwen,0.510605898869,1.36400269952e-06,274,60,0.372262773723
aantasten,0.509283807456,3.62692404978e-07,302,66,0.44701986755
steken,0.507954015647,2.66811153317e-10,463,101,0.222462203024
spuiten,0.506049405614,0.0166658223013,69,15,0.246376811594
boeken,0.504202043436,1.01440991822e-05,226,49,0.185840707965
afwerpen,0.502555014664,0.0144784829856,74,16,0.189189189189
leggen,0.501821288368,1.17071000095e-23,1119,242,0.222520107239
opknappen,0.500098880585,0.0192704242398,65,14,0.615384615385
voorschrijven,0.499716706441,0.000335173296421,144,31,0.361111111111
terugvinden,0.497127527177,2.75435469578e-09,387,83,0.434108527132
uitmoorden,0.496858808143,0.0350513642386,56,12,0.375
afschieten,0.496823803224,0.00304341732508,98,21,0.142857142857
opgewekt,0.496742112795,2.55201592953e-05,196,42,0.127551020408
uitroeien,0.495007760511,0.00132085577768,117,25,0.487179487179
afkoelen,0.494035773633,0.01082919937,75,16,0.706666666667
uitbroeden,0.493404084937,0.0223330407762,61,13,0.0983606557377
slepen,0.491580900183,0.00706149674198,80,17,0.1
omdopen,0.490944052773,3.55892866022e-09,372,79,0.120967741935
aanstellen,0.487839375678,7.61869966099e-17,719,152,0.283727399166
constateren,0.487662774081,2.58337038817e-06,232,49,0.327586206897
voortkomen,0.487645765773,7.17596038405e-08,303,64,1.0
aflopen,0.483368489766,5.80119867661e-09,348,73,0.994252873563
wegvoeren,0.483333283887,0.0166536504092,62,13,0.322580645161
optellen,0.479411268852,0.00932373840372,72,15,0.0416666666667
vastmaken,0.479371978777,0.000759892807868,120,25,0.483333333333
opstarten,0.478399365935,0.000492770829764,125,26,0.248
uitgroeien,0.471399374658,2.80075506744e-06,214,44,1.0
vormgeven,0.471144260891,0.00694145295502,73,15,0.493150684932
opeten,0.47006373341,7.2400810282e-05,156,32,0.108974358974
uitgebreid,0.468401905919,1.48395886469e-16,640,131,0.1625
verwerven,0.468361926095,1.50299318631e-10,391,80,0.079283887468
geraken,0.467840182578,3.44394855252e-37,1519,311,0.730743910467
aanduiden,0.467694020303,1.69807771509e-38,1573,322,0.0464081373172
afgraven,0.467096960615,0.00145629736958,98,20,0.510204081633
opslaan,0.466013843665,3.22794948875e-16,623,127,0.404494382022
aanklagen,0.465093041775,0.000479529222761,118,24,0.279661016949
verzet,0.464376481911,0.0124057980323,64,13,0.125
formeren,0.464376481911,0.0124057980323,64,13,0.203125
vrijlaten,0.463627113494,1.32661919976e-09,340,69,0.170588235294
overplaatsen,0.461589512219,8.94493212863e-06,183,37,0.174863387978
hergebruiken,0.455448894681,0.0143534966384,60,12,0.383333333333
inkorten,0.455436945766,0.00514538215731,75,15,0.333333333333
uitlenen,0.455421013319,0.00123164710259,95,19,0.178947368421
uitwisselen,0.455417030108,0.0010833396441,100,20,0.04
weghalen,0.455401096863,0.000265746665265,120,24,0.366666666667
uitvechten,0.452692220317,7.42580854368e-07,216,43,0.0740740740741
afvoeren,0.450870722658,6.62110576127e-08,257,51,0.0817120622568
meebrengen,0.450290868618,0.000459937604584,111,22,0.198198198198
opkopen,0.450054007797,0.000522997666037,106,21,0.141509433962
plegen,0.445571673164,9.01745741512e-26,925,182,0.205405405405
laten,0.445539353043,3.07603110716e-12,412,81,0.135922330097
opofferen,0.444346933895,0.0186110736489,51,10,0.137254901961
uitstellen,0.443897316488,3.18740857151e-05,148,29,0.22972972973
uitwijken,0.443741109229,0.000904966376289,97,19,0.855670103093
uitvallen,0.442414288221,0.00157558045048,87,17,1.0
uitvoeren,0.439798200203,1.2353411598e-75,2761,539,0.197754436798
wegsturen,0.438574168111,0.00680356094877,67,13,0.298507462687
inhuldigen,0.437228532759,0.00757419210659,62,12,0.0806451612903
omkopen,0.437228532759,0.00757419210659,62,12,0.403225806452
inbreken,0.435648181143,0.0119649356486,57,11,0.228070175439
wekken,0.435233195102,4.05052783678e-05,140,27,0.15
opstijgen,0.433766051485,0.0135305333944,52,10,1.0
nastreven,0.433745891545,0.00281201757585,78,15,0.025641025641
afronden,0.433723879108,1.26847879087e-17,582,112,0.439862542955
aanspreken,0.433705568633,6.9310458342e-05,130,25,0.0461538461538
nemen,0.431824327848,5.46769342253e-83,2926,563,0.17976760082
naleven,0.428638070429,0.00130117961273,84,16,0.0238095238095
uitbouwen,0.428638070429,0.00130117961273,84,16,0.238095238095
uitscheiden,0.426967437101,0.00202483805792,79,15,0.0126582278481
meekrijgen,0.426377897707,0.00860806227895,58,11,0
opgroeien,0.424931688167,7.4322015778e-09,259,49,1.0
gooien,0.424213695603,2.51089445848e-11,344,65,0.130813953488
invullen,0.423973663626,2.21033323569e-05,143,27,0.258741258741
vastzetten,0.422424762073,0.000952460948374,85,16,0.329411764706
omzetten,0.421492630537,3.59825764912e-21,670,126,0.117910447761
verstrekken,0.421273853757,1.13164180977e-06,181,34,0.204419889503
aanzetten,0.420385363469,0.000558752445388,96,18,0.135416666667
inzetten,0.419107958741,8.09289249917e-45,1462,274,0.093023255814
omgaan,0.417493876081,0.00620675304514,59,11,0.35593220339
neerhalen,0.417493876081,0.00620675304514,59,11,0.203389830508
opbouwen,0.415734448758,1.08032091966e-36,1166,217,0.631217838765
aankomen,0.415631662029,1.19774237144e-11,339,63,1.0
loslaten,0.414814155231,4.63098843724e-05,124,23,0.193548387097
ophangen,0.412159373755,1.30125093324e-10,298,55,0.402684563758
aantonen,0.411778156691,4.22638507693e-12,347,64,0.397694524496
terugroepen,0.411359208606,0.00164474416656,76,14,0.144736842105
weglaten,0.411302046964,5.52611099882e-06,152,28,0.401315789474
uitleggen,0.409836696328,8.59806079602e-06,147,27,0.12925170068
aangeven,0.408404757929,6.45815006837e-21,622,114,0.265273311897
aanwijzen,0.407537781917,2.09089439518e-21,634,116,0.511041009464
terugkeren,0.406956553544,1.57584995472e-14,416,76,0.997596153846
opbreken,0.404828583396,0.00118102603312,77,14,0.246753246753
afbreken,0.400044928845,9.22671065341e-26,749,135,0.275033377837
uitgeven,0.399395795324,8.9357526361e-54,1609,290,0.187072715973
onderbrengen,0.397636527118,7.41300732243e-18,502,90,0.567729083665
aandringen,0.396042905502,0.00498595996906,56,10,0.0892857142857
aanvallen,0.393785325008,1.41487767776e-30,871,155,0.115958668197
uiten,0.393437814262,2.32824368356e-06,152,27,0.190789473684
oppakken,0.392260926939,2.82348264593e-16,440,78,0.254545454545
inschatten,0.39038856358,0.00782739736969,51,9,0.0980392156863
uitoefenen,0.388549211468,5.63329875072e-15,398,70,0.0276381909548
aanpakken,0.387101849763,0.000168388834595,97,17,0.0824742268041
opsluiten,0.386603585931,1.09027190096e-13,354,62,0.375706214689
uitkeren,0.385374720973,0.00226254679602,63,11,0.0793650793651
losmaken,0.384864642597,0.000401937994897,86,15,0.162790697674
opbergen,0.383526413407,0.00146227385564,69,12,0.405797101449
verrichten,0.383227824548,2.44373372532e-18,483,84,0.136645962733
afslachten,0.378102459439,0.00161445349791,64,11,0.1875
afremmen,0.378102459439,0.00161445349791,64,11,0.046875
voegen,0.37795345008,2.65418983467e-16,413,71,0.118644067797
bevinden,0.377797613594,8.02243313835e-12,291,50,0.20618556701
afdwingen,0.377658262709,8.38686405736e-05,99,17,0.0707070707071
afvuren,0.376862922573,2.17692021785e-06,140,24,0.2
kosten,0.375857285771,9.51914894711e-07,152,26,0
inwijden,0.375647375031,2.54416965771e-08,193,33,0.150259067358
meenemen,0.375586578665,9.78494442602e-21,532,91,0.191729323308
oversteken,0.375027460967,1.1028334279e-05,123,21,0.593495934959
achterblijven,0.373107136418,5.97420007842e-05,100,17,1.0
blootleggen,0.371792311655,0.00249165720799,59,10,0.322033898305
neerstorten,0.371099540924,0.0016252141285,65,11,1.0
innemen,0.371008873718,8.49519948338e-29,738,125,0.169376693767
overleveren,0.369444520743,9.03704195805e-14,332,56,0.831325301205
inhuren,0.368876256256,1.95998212861e-08,190,32,0.357894736842
eindigen,0.36843365949,6.69475115597e-13,309,52,0.977346278317
afdrukken,0.368194495537,1.81233937209e-05,113,19,0.300884955752
verlenen,0.367049202159,1.13085704855e-27,697,117,0.182209469154
voorstellen,0.365480443196,1.0118773599e-23,586,98,0.134812286689
afwijken,0.364359651717,0.00396139731601,54,9,0.37037037037
overhevelen,0.364355462876,0.00175454117645,60,10,0.116666666667
vrijkomen,0.364351273992,0.00113152162334,66,11,1.0
afkeuren,0.364296814686,7.80680534369e-07,144,24,0.305555555556
voordragen,0.36115948425,1.18871953289e-06,139,23,0.26618705036
uitgebracht,0.360572779017,1.47566739266e-108,2778,461,0.213462922966
doorgeven,0.359413636972,6.08607917279e-12,273,45,0.142857142857
overstappen,0.358373195912,0.00051687805983,73,12,0.86301369863
samenbrengen,0.357844016594,0.000792015920828,67,11,0.328358208955
voortzetten,0.35610712605,7.23757744818e-10,214,35,0.0794392523364
belanden,0.355877323335,1.56174626569e-09,208,34,0.995192307692
opheffen,0.355349562991,1.78579064862e-47,1162,190,0.20395869191
opzetten,0.354405325252,1.04962677935e-96,2404,393,0.284525790349
vrijspreken,0.354186753514,1.93269125216e-06,129,21,0.209302325581
ondernemen,0.350234336044,3.59468676851e-10,217,35,0.110599078341
vasthouden,0.34989029878,1.58918315943e-12,273,44,0.0622710622711
opblazen,0.34979555234,1.21302823702e-08,180,29,0.188888888889
inpolderen,0.348853065926,0.00189800682792,56,9,0.446428571429
brengen,0.348699017553,1.7692941537e-141,3454,558,0.179502026636
overkomen,0.348461042188,6.30614305485e-07,137,22,1.0
opstellen,0.348425522992,6.69193977129e-36,846,136,0.419621749409
uitspreken,0.345531977657,1.08705669716e-23,539,86,0.0779220779221
toeschrijven,0.343812270275,2.61698610748e-29,667,106,0.104947526237
opnemen,0.341980633463,4.99554294897e-161,3823,608,0.430551922574
overhandigen,0.341571632663,0.000259245573904,76,12,0.157894736842
komen,0.340307919629,1.16495118342e-128,3022,478,0.997021839841
inbrengen,0.339599059249,3.10673591599e-07,140,22,0.235714285714
afblazen,0.338940309681,0.00299133993529,51,8,0.117647058824
optrekken,0.338912339921,2.76394081344e-15,325,51,0.526153846154
aanvoeren,0.336713163949,2.8682742655e-16,346,54,0.0722543352601
meewerken,0.336068096544,6.41506032691e-10,199,31,0.00502512562814
instemmen,0.334612323874,0.00135106087237,58,9,0
aansteken,0.333226371986,1.66230857287e-05,97,15,0.340206185567
aanspannen,0.332978926111,5.11283123927e-06,110,17,0.354545454545
afluisteren,0.331236209428,0.00204117711755,52,8,0.0576923076923
heten,0.331236209428,0.00204117711755,52,8,0.134615384615
krijgen,0.330870175068,2.89349197813e-114,2572,397,0.0318818040435
geval,0.329963397763,1.50314293918e-08,163,25,1.0
stilleggen,0.329210690481,1.16334903903e-05,98,15,0.214285714286
uitkomen,0.328803323033,1.0061258877e-12,255,39,0.980392156863
omkomen,0.328162842795,2.56314306255e-23,491,75,1.0
vaststellen,0.327838308233,7.28264443362e-34,727,111,0.466299862448
toepassen,0.327363099591,1.14514471953e-75,1663,254,0.111846061335
aanmelden,0.326963436654,2.54968384841e-05,92,14,0.20652173913
inrichten,0.326570489869,1.30283823981e-25,539,82,0.552875695733
hangen,0.326034130799,7.20707543075e-10,191,29,0.104712041885
ingesteld,0.325290620441,1.17760881187e-05,99,15,0.555555555556
aankopen,0.324861859589,3.31070688948e-11,218,33,0.275229357798
samenwerken,0.324556466756,3.34462868986e-12,238,36,0.00420168067227
aanrijden,0.323449012895,5.16106229078e-07,126,19,0.18253968254
buitmaken,0.323208614311,0.00018999435984,73,11,0.27397260274
uitvaardigen,0.318757550844,7.61786404553e-08,141,21,0.212765957447
afgelasten,0.318077443602,0.000128545563094,74,11,0.216216216216
meegeven,0.316832891563,0.000968869039129,54,8,0.148148148148
bijstaan,0.316781333218,1.14043199574e-07,135,20,0
afspreken,0.316746957542,3.51865142187e-10,189,28,0.391534391534
overgaan,0.315227761335,5.21518155799e-10,183,27,0.732240437158
afdoen,0.312288908144,3.99081280997e-05,82,12,0.146341463415
vastleggen,0.309005657317,2.25677116525e-42,847,123,0.515938606848
bijdragen,0.307227071718,9.84187807639e-20,374,54,0.00802139037433
wegleggen,0.306791823407,1.21752389687e-06,111,16,0.972972972973
overnemen,0.306623381478,3.69226470804e-90,1820,263,0.18956043956
opbrengen,0.303629850188,0.000657100618174,56,8,0.214285714286
opvatten,0.303573606843,1.18616971834e-08,147,21,0.047619047619
aannemen,0.303559841558,1.74648309061e-70,1397,200,0.116678596994
doorvoeren,0.303508701567,8.68302971473e-14,252,36,0.246031746032
doorstaan,0.300262480956,1.22736364899e-06,106,15,0.00943396226415
aankondigen,0.299828117097,6.23036539301e-16,290,41,0.155172413793
aanbreken,0.298104239702,0.000200038193703,64,9,0.96875
opgeven,0.297987080049,1.901937937e-14,256,36,0.13671875
terugtrekken,0.291308873224,1.48021504269e-19,348,48,0.0603448275862
opleggen,0.291063430081,7.9564198033e-24,428,59,0.371495327103
opvolgen,0.290942867496,5.30274546013e-42,776,107,0.19587628866
opvoeden,0.289928110488,1.25676395543e-13,233,32,0.283261802575
uitdelen,0.289800525709,1.23528575815e-06,102,14,0.0980392156863
doodschieten,0.289522657123,6.18496257959e-16,277,38,0.15523465704
ophalen,0.287603596226,2.58798865485e-08,132,18,0.106060606061
