Verb,Unconditional MLE,Fisher's p,Verb frequency,Collostruction frequency,'Zijn' ratio
runnen,1.73084566639,0.0174940797453,78,38,0
verwijzen,1.73008675169,7.86056974493e-06,271,132,0.029520295203
belichten,1.72603279789,0.00520147333687,111,54,0.0900900900901
kijken,1.72061267551,8.05881462534e-06,280,136,0.0785714285714
prijzen,1.71149248198,0.00295004548328,128,62,0.03125
definiëren,1.70175610869,1.36804540234e-08,470,227,0.621276595745
telen,1.70043924746,0.001683631308,145,70,0.048275862069
proberen,1.69638175843,9.74566369897e-08,421,203,0.0855106888361
dekken,1.69626894366,0.00557336709663,112,54,0.383928571429
controleren,1.69169047953,1.85908305266e-05,270,130,0.144444444444
bezeten,1.68529328454,0.0234820210452,77,37,0.454545454545
verkrachten,1.68351999389,0.00161719572219,152,73,0.263157894737
waarschuwen,1.68351999389,0.00161719572219,152,73,0.210526315789
gebruiken,1.67882811639,3.90529826639e-243,17406,8374,0.0613581523613
herhalen,1.67103750263,2.41656537954e-05,278,133,0.0575539568345
dempen,1.66751403365,0.00767973665372,113,54,0.300884955752
bekijken,1.66565693478,3.97844872282e-05,268,128,0.287313432836
jagen,1.65924507416,0.0111303718642,107,51,0.11214953271
verstoten,1.65631357693,0.0482226940473,63,30,0.380952380952
bekomen,1.65113840595,0.0600317537384,61,29,0.327868852459
sterven,1.65091288825,1.03671365862e-14,978,465,1.0
bewerken,1.64091488028,6.90856841861e-05,268,127,0.373134328358
stranden,1.63975285123,0.0711655274983,57,27,1.0
afvaardigen,1.63974110876,0.0406415577944,76,36,0.144736842105
verstoppen,1.63595416202,0.000936525848849,186,88,0.39247311828
adopteren,1.63340247499,0.0019082704434,165,78,0.381818181818
tellen,1.63121176872,0.00233452852129,163,77,0.325153374233
stemmen,1.63004078107,0.000126074859134,252,119,0.246031746032
ontzet,1.62674053364,0.0846351936249,53,25,0.396226415094
verstrijken,1.62670717767,0.0144544653479,106,50,1.0
verspreid,1.62648698948,9.3902660271e-11,725,342,0.266206896552
huren,1.62569527903,0.00810245229725,123,58,0.170731707317
belegeren,1.62343180038,0.00108286184972,191,90,0.0523560209424
vestigen,1.61834189462,2.47319675091e-39,3055,1438,0.737806873977
stoppen,1.61319462601,2.40560428559e-09,643,302,0.622083981337
herkiezen,1.61283256542,0.0111675432625,115,54,0.182608695652
spelen,1.61264921836,1.49217781808e-62,5038,2368,0.202659785629
voorafgaan,1.60759404829,0.0666502249051,64,30,0.171875
redden,1.60590873717,1.01040709922e-08,604,283,0.198675496689
repareren,1.60503239022,0.0447372424332,79,37,0.518987341772
voltooien,1.59929332024,1.10666022693e-14,1110,519,0.474774774775
breken,1.59614915433,5.34065180568e-06,394,184,0.375634517766
verkorten,1.59419899335,0.0790238300413,60,28,0.2
lenen,1.59416942839,0.0187318320736,105,49,0.161904761905
bewaren,1.58902521415,5.49125131306e-11,822,383,0.194647201946
gedenken,1.57970634509,1.3799486526e-08,633,294,0.0331753554502
contracteren,1.5789989455,0.0398558510755,84,39,0.202380952381
snijden,1.57896144313,0.00787308301833,140,65,0.364285714286
vertalen,1.57827293179,1.59620570758e-08,629,292,0.348171701113
vermommen,1.57572594402,0.0599473758841,69,32,0.405797101449
claimen,1.57184597711,0.0315367461187,95,44,0.0631578947368
gevoelen,1.57060518234,0.0205787335597,108,50,0.0185185185185
accepteren,1.56900729931,6.97680770866e-05,322,149,0.139751552795
besluiten,1.56719531889,8.83146721976e-12,947,438,0.10348468849
verzorgen,1.56698268403,0.000314927115555,266,123,0.0601503759398
citeren,1.56684541685,0.0387425160594,93,43,0.0752688172043
integreren,1.56359140543,0.000813627526856,236,109,0.550847457627
sneuvelen,1.56347544777,0.000543609971197,249,115,1.0
verwonden,1.56164071565,0.0370847422951,91,42,0.241758241758
degraderen,1.56160515511,0.00860144711417,143,66,0.734265734266
schatten,1.56159626364,0.00717378857508,156,72,0.121794871795
slapen,1.55530219743,0.0556798497637,76,35,0.0131578947368
gefinancierd,1.55301292957,0.00105870334467,226,104,0.141592920354
tolereren,1.54588567934,0.107332481093,61,28,0.016393442623
fokken,1.54398050659,0.0272109243681,109,50,0.229357798165
stelen,1.54164130926,8.04205857604e-08,637,292,0.290423861852
dumpen,1.54163072187,0.0836486782037,72,33,0.180555555556
sparen,1.54161392759,0.0419893153026,96,44,0.125
loven,1.53206794083,0.0626405620453,81,37,0
reserveren,1.53143521599,0.0199983337875,127,58,0.771653543307
steunen,1.53033319523,1.10292594117e-06,541,247,0.0166358595194
verwijten,1.51828280955,0.123079308936,55,25,0.0545454545455
herkend,1.51548592684,0.0035454005498,207,94,0.0869565217391
regelen,1.51520184954,5.63115018005e-05,392,178,0.30612244898
brouwen,1.51500046054,0.00695256287666,174,79,0.051724137931
casten,1.51455412238,0.0136243383408,152,69,0.230263157895
markeren,1.5117991808,0.0705076378891,86,39,0.453488372093
besturen,1.50944895568,3.60560944885e-06,523,237,0.0152963671128
modelleren,1.50781263235,0.150956766719,53,24,0.735849056604
specificeren,1.50781263235,0.150956766719,53,24,0.301886792453
verstaan,1.50505833896,0.0677855248277,84,38,0.142857142857
kopiëren,1.50502775637,0.0251090521952,126,57,0.31746031746
falen,1.5003689632,0.030340966906,124,56,0.00806451612903
verdrinken,1.49334997565,0.0372223243416,111,50,0.873873873874
interneren,1.49067210519,0.137447584559,60,27,0.316666666667
stimuleren,1.49062776901,0.0352776695029,120,54,0
ontlenen,1.49050948049,0.00111747302248,280,126,0.667857142857
vragen,1.4864763688,3.28610918053e-11,1157,520,0.104580812446
missen,1.48625519877,0.0256726734655,138,62,0.0289855072464
beginnen,1.4808553077,3.0844941558e-16,1799,807,0.859922178988
beheren,1.48065047455,0.000204524054855,368,165,0.0054347826087
filmen,1.47384585394,0.016621035165,161,72,0.267080745342
sluiten,1.47255833579,7.0163979143e-14,1552,694,0.349226804124
weigeren,1.46962980412,0.000279844147424,374,167,0.104278074866
gespannen,1.46837555235,0.0367063619954,121,54,0.578512396694
dreigen,1.46766242939,0.152978364582,65,29,0
respecteren,1.46642115304,0.113750191059,74,33,0.027027027027
plunderen,1.46425422045,0.0103007037533,193,86,0.181347150259
bedrijven,1.46170876994,0.023016432232,155,69,0.0903225806452
regisseren,1.45739706104,0.00366345814193,252,112,0.190476190476
beheersen,1.45377231495,0.014928583714,178,79,0.0730337078652
belemmeren,1.44924690208,0.101013955208,79,35,0.0506329113924
presteren,1.44682482694,0.180040892873,61,27,0.0327868852459
experimenteren,1.44682482694,0.180040892873,61,27,0.0819672131148
voorzien,1.44605427442,1.69011493272e-13,1658,734,0.63148371532
gezegd,1.44455689162,3.84498415347e-07,789,349,0.0760456273764
vervallen,1.44233963689,0.0919166114004,86,38,1.0
interpreteren,1.4394819814,0.0301092110209,145,64,0.172413793103
ondersteunen,1.43898198547,0.000393296263488,392,173,0.0229591836735
gespecialiseerd,1.43880321302,0.0027153588232,281,124,0.889679715302
bezetten,1.43380561254,4.85735388039e-06,672,296,0.373511904762
verbannen,1.4306609333,0.000569029349116,391,172,0.337595907928
schorsen,1.42886667961,0.0198094484159,182,80,0.351648351648
huisvesten,1.42466852371,0.00385593574974,278,122,0.776978417266
mishandelen,1.4233374446,0.0631570304408,114,50,0.201754385965
diskwalificeren,1.42044921509,0.082511245133,105,46,0.133333333333
verlagen,1.41962178374,0.0489665646326,137,60,0.248175182482
zingen,1.4192641605,9.94380241912e-06,669,293,0.0538116591928
illustreren,1.41705017529,0.190832357258,64,28,0.125
koken,1.40938659877,0.105831838406,94,41,0.234042553191
kruisen,1.40438015441,0.139882042182,85,37,0.0941176470588
absorberen,1.39939911267,0.0718932069949,122,53,0.0573770491803
verpakken,1.39681386679,0.250871535742,53,23,0.528301886792
afschermen,1.39681386679,0.250871535742,53,23,0.433962264151
zweren,1.39125693919,0.111716757769,97,42,0.0309278350515
zoeken,1.3691175479,0.000491494841132,522,224,0.0900383141762
versnellen,1.36643238149,0.211731240426,70,30,0.142857142857
promoveren,1.36628810865,0.0161990526739,245,105,0.632653061224
vliegen,1.36628233548,0.0148099897144,252,108,0.178571428571
behouden,1.36260912782,0.0269419172996,215,92,0.26511627907
rangschikken,1.36135306874,0.056606207591,159,68,0.754716981132
vergeven,1.35812870231,0.136734180059,96,41,0.270833333333
mislukken,1.35741106387,0.0497838003833,178,76,0.994382022472
volgen,1.35565298832,4.40977502649e-06,949,405,0.18124341412
ondervragen,1.35342511666,0.283908093867,61,26,0.114754098361
scheppen,1.35327277964,0.0226464041331,244,104,0.377049180328
bekrachtigen,1.35069907202,0.145315149372,101,43,0.237623762376
beschuldigen,1.34829548143,0.000695777542537,536,228,0.14552238806
produceren,1.3476109316,1.56258924653e-11,2134,908,0.149484536082
verschansen,1.34473861936,0.221838365763,73,31,0.027397260274
verschuiven,1.34399977907,0.154668563693,106,45,0.716981132075
erkennen,1.34325950515,1.82941740606e-06,1100,467,0.209090909091
begraven,1.34084185552,9.00040111536e-06,955,405,0.348691099476
verliezen,1.34081539568,1.21848271194e-09,1801,764,0.164353137146
identificeren,1.33783467815,0.0351178258145,222,94,0.36036036036
aanbidden,1.33387273345,0.168108915143,97,41,0.020618556701
vieren,1.33329423795,0.0012397885098,530,224,0.022641509434
overwinnen,1.33133773144,0.105456455726,135,57,0.311111111111
verwijderen,1.33061344033,1.1099690236e-05,990,418,0.455555555556
behandelen,1.32862443188,4.4157390204e-05,870,367,0.149425287356
onderwerpen,1.32847652426,0.0152420723338,313,132,0.479233226837
volbrengen,1.32780221346,0.178036047167,102,43,0.333333333333
kronen,1.32705377991,0.0275684276637,261,110,0.153256704981
ontginnen,1.32700744413,0.111354439618,140,59,0.271428571429
voorbehouden,1.32298613912,0.0993078521732,145,61,0.924137931034
omsluiten,1.32231872437,0.157783950971,107,45,0.233644859813
bestellen,1.31986680678,0.0770764954263,169,71,0.301775147929
ontdoen,1.317963869,0.2452309359,81,34,0.333333333333
registreren,1.31755528809,0.0268954622462,274,115,0.485401459854
construeren,1.31579986709,0.194474377957,93,39,0.47311827957
berekenen,1.31270185152,0.0405070866478,234,98,0.320512820513
betekenen,1.31175679063,0.216444570682,86,36,0.046511627907
aanvaarden,1.31069988247,0.0291116362551,282,118,0.145390070922
bepalen,1.30973925963,1.71482936797e-05,1066,446,0.245778611632
achtervolgen,1.30864631865,0.155524388194,122,51,0.0327868852459
verkondigen,1.30803551803,0.306982083935,67,28,0.089552238806
herstellen,1.30758040216,0.000463799369295,725,303,0.468965517241
regeren,1.30486588055,0.014783269634,357,149,0.03081232493
bewegen,1.30131560476,0.153573126094,120,50,0.0833333333333
vernielen,1.30121205261,0.0500785094974,240,100,0.225
hechten,1.29774551249,0.160787580728,125,52,0.288
realiseren,1.29698725327,0.00816661907598,440,183,0.309090909091
treffen,1.29526481648,0.00033234863713,818,340,0.243276283619
hanteren,1.29477806875,0.00969324998379,426,177,0.0328638497653
afkorten,1.29297690123,0.389398927438,53,22,0.0566037735849
vechten,1.28797936123,0.0228968109307,338,140,0.0887573964497
draaien,1.28450999706,0.00945460687578,457,189,0.210065645514
betalen,1.2840605388,0.000472828975791,827,342,0.187424425635
componeren,1.28334523583,0.0201034792081,375,155,0.397333333333
vergezellen,1.27919733275,0.29345002358,80,33,0.0625
groeien,1.2785459579,0.0500265832967,274,113,0.978102189781
vertellen,1.27827447263,0.00144114079741,708,292,0.0607344632768
ontslaan,1.27735203545,0.00136142040786,718,296,0.286908077994
twijfelen,1.27533112085,0.374758606249,68,28,0
meten,1.2742612618,0.0180799351956,396,163,0.265151515152
evacueren,1.27187396096,0.271293007073,90,37,0.5
opereren,1.27187396096,0.271293007073,90,37,0.355555555556
verlengen,1.27155746308,0.0136248093121,450,185,0.164444444444
bewijzen,1.2695245987,0.0230124472116,392,161,0.311224489796
exploiteren,1.26871640324,0.111295545017,190,78,0.0157894736842
eten,1.26808240002,0.00516306673425,592,243,0.0371621621622
selecteren,1.26181814562,0.0422512320297,325,133,0.323076923077
vernieuwen,1.2612587665,0.202726917455,132,54,0.25
wijzen,1.25921260435,0.242066599609,115,47,0.104347826087
springen,1.25874489085,0.27962097376,93,38,0.666666666667
verminderen,1.25702110483,0.148065907973,169,69,0.396449704142
spellen,1.25645572798,0.290940946412,98,40,0.122448979592
pleiten,1.25256792661,0.476994098735,54,22,0.0185185185185
testen,1.25109151821,0.0561828765105,307,125,0.260586319218
gebeuren,1.25096771081,1.51236123894e-05,1576,642,1.0
vouwen,1.24930984154,0.415614177989,59,24,0.423728813559
bewaken,1.24823625198,0.141624121367,182,74,0.0274725274725
verbreken,1.24794021008,0.0632749549288,305,124,0.304918032787
compenseren,1.24422206012,0.380015245207,69,28,0.0579710144928
schrijven,1.23475292522,1.43045115927e-10,3927,1589,0.399796282149
opperen,1.23420243273,0.47035714075,52,21,0.346153846154
bestrijden,1.23410909537,0.20932983566,156,63,0.128205128205
reflecteren,1.23246925889,0.48892776297,57,23,0.0701754385965
verdubbelen,1.23246925889,0.48892776297,57,23,0.280701754386
leren,1.23153534625,0.0202303624509,528,213,0.0871212121212
afstuderen,1.2290420723,0.102793481605,278,112,0.985611510791
ontsnappen,1.22633553043,0.116712241729,256,103,1.0
classificeren,1.22362138579,0.323177798665,112,45,0.258928571429
bekritiseren,1.22322836873,0.288772972215,117,47,0.0683760683761
bereiken,1.22074172885,2.6983693686e-06,2348,943,0.295996592845
verdrijven,1.21614839082,0.0306231113964,517,207,0.36170212766
belagen,1.21460344833,0.500206838585,60,24,0.0666666666667
observeren,1.21460344833,0.500206838585,60,24,0.233333333333
restaureren,1.21441754097,0.12346591282,265,106,0.4
beklimmen,1.20476838305,0.355394553202,103,41,0.21359223301
beweren,1.20303310127,0.0967026393574,357,142,0.0420168067227
verbeteren,1.20287774605,0.0944930448539,352,140,0.355113636364
kweken,1.20095717969,0.184687163542,224,89,0.160714285714
verdringen,1.20023901501,0.291650652034,141,56,0.198581560284
vluchten,1.19955866927,0.0563601517966,481,191,0.995841995842
achten,1.19879486773,0.0250736756069,660,262,0.0106060606061
voorspellen,1.19807537005,0.247569146084,184,73,0.277173913043
verplaatsen,1.19648126217,0.0394232885542,570,226,0.247368421053
reconstrueren,1.19563031692,0.566265528487,53,21,0.452830188679
beslissen,1.19298814077,0.251513482269,187,74,0.144385026738
uitsluiten,1.19271275153,0.149792306351,278,110,0.489208633094
hernoemen,1.19162422266,0.205070816198,220,87,0.118181818182
splitsen,1.19162422266,0.205070816198,220,87,0.281818181818
vermelden,1.18759292786,0.0134974848773,879,347,0.176336746303
hervatten,1.18634473782,0.535176955013,71,28,0.140845070423
vissen,1.18634473782,0.535176955013,71,28,0.0422535211268
schenden,1.18627948254,0.334794616442,142,56,0.232394366197
veroorzaken,1.185114652,0.00177227302439,1458,575,0.133744855967
exporteren,1.18416996741,0.363027108338,132,52,0.0757575757576
melden,1.1841092346,0.264974221874,198,78,0.141414141414
onderbreken,1.18186723492,0.186978196386,277,109,0.223826714801
suggereren,1.18001687638,0.340074531671,145,57,0.213793103448
bezoeken,1.17980773636,0.0471133358975,613,241,0.114192495922
verhandelen,1.17875185275,0.263270947627,196,77,0.030612244898
genereren,1.17533402063,0.352544136897,153,60,0.111111111111
gevonden,1.17267056229,1.64678100852e-07,4645,1823,0.365984930032
verdienen,1.17205914233,0.132400424562,378,148,0.156084656085
bezigen,1.16399233893,0.587399951308,59,23,0.0169491525424
terugdringen,1.16399233893,0.587399951308,59,23,0.220338983051
lossen,1.16289877617,0.551795870179,77,30,0.220779220779
reageren,1.16221366293,0.519967896211,95,37,0.0421052631579
tentoonstellen,1.15539371672,0.240313345325,286,111,0.157342657343
schilderen,1.15303573621,0.202378492165,356,138,0.455056179775
helpen,1.15143309266,0.156349184204,426,165,0.0657276995305
verbranden,1.15130527572,0.341447304949,204,79,0.230392156863
zuiveren,1.15067061874,0.597026564575,62,24,0.258064516129
verkrijgen,1.14980114938,0.0335149556734,992,384,0.301411290323
verkopen,1.14901867243,0.0012151298056,2327,901,0.160721959605
analyseren,1.1485737745,0.548601398888,75,29,0.293333333333
hopen,1.14544209261,0.353957033754,215,83,0.0651162790698
schetsen,1.14519550832,0.678110869697,57,22,0.105263157895
beantwoorden,1.14514219248,0.493778740273,114,44,0.140350877193
gesticht,1.14404667122,0.305877612687,267,103,0.449438202247
schrappen,1.14344422621,0.446929621009,153,59,0.228758169935
omschrijven,1.14289648167,0.251038168457,332,128,0.153614457831
vernemen,1.14251198226,0.523599235186,96,37,0.125
bevorderen,1.14173306401,0.335793684369,231,89,0.151515151515
bereid,1.14089136451,0.411215395962,161,62,0.149068322981
onderwijzen,1.14028063062,0.352397308016,213,82,0.0704225352113
veroordelen,1.14000971288,0.0441463637104,1005,387,0.399004975124
fotograferen,1.13869296478,0.664964642391,52,20,0.230769230769
raadplegen,1.13868077523,0.606107039167,65,25,0.338461538462
evenaren,1.13866858506,0.636029046071,78,30,0.448717948718
transporteren,1.13482218557,0.413767143066,198,76,0.10101010101
benadrukken,1.13436381139,0.574272377918,86,33,0
dalen,1.13354347097,0.488954931103,146,56,0.993150684932
bevrijden,1.13181050286,0.246425068989,394,151,0.340101522843
hijsen,1.13079992546,0.590189944995,94,36,0.127659574468
informeren,1.1278325403,0.614692157536,68,26,0.367647058824
beloven,1.12533403931,0.312495491179,309,118,0.190938511327
wikkelen,1.12346702429,0.596204618598,97,37,0.649484536082
beschieten,1.12303122155,0.563980961006,118,45,0.194915254237
verhogen,1.12174449454,0.353950068472,286,109,0.293706293706
projecteren,1.11867688794,0.587861847876,92,35,0.119565217391
bestaan,1.11843767678,0.131794926585,770,293,0
fabriceren,1.1158448983,0.580888422578,129,49,0.186046511628
veranderen,1.10490228537,0.100847145453,1186,448,0.557335581788
bevestigen,1.10461510378,0.126929747898,1038,392,0.522157996146
openbaren,1.10413375617,0.613126420317,106,40,0.301886792453
gevangen,1.10362997035,0.229319920329,636,240,0.325471698113
studeren,1.10254962666,0.46209964132,244,92,0.0122950819672
verleien,1.10160084538,0.706793724136,69,26,0.130434782609
doorsnijden,1.1010620189,0.603808700208,146,55,0.212328767123
bespreken,1.09885266397,0.429390641903,295,111,0.115254237288
onttrekken,1.09640141628,0.578153819659,173,65,0.242774566474
passeren,1.09295568405,0.50705040307,248,93,0.637096774194
vervangen,1.09005868549,0.0567920536938,2132,799,0.24530956848
winnen,1.08437746195,0.0259446369546,3296,1232,0.0582524271845
werken,1.08182637195,0.184320128622,1258,469,0.0524642289348
onderhouden,1.08115425638,0.601652347254,196,73,0.117346938776
willen,1.08074968945,0.746616630309,94,35,0.223404255319
zinken,1.07961356855,0.736079128844,86,32,1.0
heroveren,1.07961356855,0.736079128844,86,32,0.174418604651
vernietigen,1.07788004366,0.271222095294,925,344,0.265945945946
benaderen,1.07642738359,0.613911497712,210,78,0.219047619048
onderzoeken,1.0759139532,0.471191729309,412,153,0.228155339806
benoemen,1.07432476357,0.126392392124,1982,736,0.219979818365
drukken,1.07342586153,0.474035906807,480,178,0.1625
eren,1.06797287682,0.7450522502,92,34,0.054347826087
ontvoeren,1.06697402261,0.500184843548,471,174,0.339702760085
vereren,1.06667756503,0.529845489557,398,147,0.0226130653266
inschrijven,1.06471078713,0.603415338396,328,121,0.615853658537
verjagen,1.06439607798,0.72523454562,141,52,0.31914893617
onderverdelen,1.06317604332,0.576687951197,350,129,0.725714285714
overtreffen,1.06277080691,0.889988380429,57,21,0.245614035088
reizen,1.05783344756,0.832838968487,98,36,0.530612244898
onthoofden,1.0547188143,0.775319025333,120,44,0.191666666667
leiden,1.05327463419,0.332533173126,1511,554,0.012574454004
monteren,1.0521161698,0.594838961026,467,171,0.653104925054
onthalen,1.05202520794,0.843461514011,112,41,0.0178571428571
benutten,1.04815536194,0.845517068514,115,42,0.0782608695652
importeren,1.04815536194,0.845517068514,115,42,0.330434782609
ontruimen,1.047581575,0.895420371758,63,23,0.238095238095
bedenken,1.04672286147,0.619704578511,537,196,0.342644320298
gunnen,1.0466017978,0.90336236778,74,27,0.418918918919
wijzigen,1.04582961692,0.67699976476,403,147,0.292803970223
starten,1.04516493285,0.660206405815,458,167,0.515283842795
verhuizen,1.04316704482,0.694451392512,346,126,0.884393063584
vergroten,1.04253063006,0.741441238154,250,91,0.172
keren,1.04101830246,0.849460573733,121,44,0.446280991736
negeren,1.04098638944,0.801054037453,154,56,0.123376623377
vertrekken,1.03359046412,0.681633449422,649,235,0.998459167951
installeren,1.03250002172,0.807066364696,293,106,0.412969283276
ontwerpen,1.03141272661,0.567412734259,1476,534,0.521680216802
ontheffen,1.02974881145,0.902419969705,72,26,0.333333333333
bekleden,1.02755072362,0.841045063972,244,88,0.372950819672
landen,1.02677114101,0.873520890813,172,62,0.924418604651
voetballen,1.02202799268,1.0,64,23,0.046875
versturen,1.02190368231,0.880301768022,192,69,0.166666666667
berechten,1.01685771958,1.0,67,24,0.253731343284
elimineren,1.01216038428,1.0,56,20,0.196428571429
wachten,1.00783648905,1.0,73,26,0.041095890411
duren,1.0077653974,1.0,146,52,0
vermoorden,1.00554092114,0.897853471221,2395,853,0.225052192067
rekenen,1.00519960205,0.949993107365,1113,396,0.0350404312668
verschepen,1.00387783237,1.0,76,27,0.131578947368
annuleren,1.00387783237,1.0,76,27,0.184210526316
kwalificeren,1.0019718437,1.0,124,44,0.201612903226
beperken,1.00191139012,1.0,186,66,0.139784946237
verkiezen,1.00186478908,1.0,786,279,0.199745547074
drijven,0.998222593572,1.0,274,97,0.13503649635
wisselen,0.995906233967,1.0,116,41,0.198275862069
gedragen,0.99558008726,0.950844395225,1151,407,0.0217202432667
bekeren,0.995023259383,1.0,184,65,0.184782608696
onderdokken,0.993761176563,1.0,51,18,1.0
zuigen,0.993744582451,1.0,68,24,0
promoten,0.993744582451,1.0,68,24,0.0882352941176
rekruteren,0.990140848754,1.0,71,25,0.239436619718
uithuwelijken,0.989025774484,1.0,54,19,0.222222222222
vervullen,0.984309353306,0.94710720202,248,87,0.20564516129
beoordelen,0.982115401385,0.937517215869,177,62,0.101694915254
ruimen,0.981011108442,1.0,60,21,0.533333333333
afwisselen,0.976903652052,1.0,106,37,0.00943396226415
ontdekken,0.974754134344,0.611899557309,1877,655,0.248801278636
ontwikkelen,0.97249761487,0.512520719702,2619,913,0.379534173349
maken,0.970002857796,0.136896389627,10700,3744,0.246728971963
presenteren,0.965814269173,0.722348145006,554,192,0.0379061371841
doden,0.965739549641,0.540787062155,1416,491,0.206920903955
beschrijven,0.96365614038,0.479547169067,1718,595,0.36263096624
verlaten,0.963594403593,0.537343175238,1268,439,0.108044164038
offeren,0.962945235648,0.919623304674,107,37,0.0934579439252
inbedden,0.958883508286,1.0,58,20,0.862068965517
serveren,0.958826612007,0.922712157225,116,40,0.0344827586207
opvullen,0.957594242124,0.848677119469,119,41,0.344537815126
renoveren,0.957226780088,0.912439896529,90,31,0.288888888889
onderdrukken,0.956303593457,0.788997111137,244,84,0.118852459016
herbouwen,0.956009008459,0.775967675829,215,74,0.33488372093
besteden,0.955522491965,0.754459920949,279,96,0.139784946237
rijden,0.95439343844,0.560116594693,724,249,0.109116022099
uitverkiezen,0.954311209144,0.896875387584,64,22,0.53125
transformeren,0.954311209144,0.896875387584,64,22,0.3125
insluiten,0.95294205664,0.916374150856,99,34,0.454545454545
ruilen,0.952336404516,0.898983854563,67,23,0.0298507462687
bestuderen,0.952317806379,0.717435930182,300,103,0.126666666667
overvallen,0.951683999052,0.836920493285,102,35,0.196078431373
bouwen,0.947553738573,0.0377418962541,6712,2307,0.39794398093
verwoesten,0.941556267556,0.381489974043,965,329,0.278756476684
overwegen,0.939366596439,0.832235230367,97,33,0.0927835051546
detecteren,0.936969667456,0.886547499536,53,18,0.207547169811
overheersen,0.935559773366,0.889392769801,56,19,0.0714285714286
lozen,0.933151772753,0.894583209069,62,21,0.0645161290323
verbouwen,0.931466257802,0.528518211868,396,134,0.169191919192
ontmantelen,0.931170811074,0.899207587185,68,23,0.279411764706
droppen,0.929512307337,0.809062941967,74,25,0.162162162162
herdrukken,0.929512307337,0.809062941967,74,25,0.202702702703
openen,0.927261678511,0.152388424311,1617,546,0.272727272727
slaan,0.924333194494,0.338122692549,686,231,0.276967930029
persen,0.921335670241,0.715139669719,131,44,0.18320610687
doorbreken,0.919036180671,0.628369630839,167,56,0.425149700599
heffen,0.917753637778,0.60253294947,197,66,0.0152284263959
noemen,0.917351346791,7.48345592681e-05,9523,3211,0.0904126850782
kiezen,0.917286769691,0.0482225281676,2379,798,0.1719209752
verwerken,0.913552898215,0.226598319148,814,272,0.556511056511
invoegen,0.910940225783,0.886988492035,54,18,0.351851851852
pompen,0.910931366897,0.793094732229,63,21,0.047619047619
beroven,0.910913648327,0.728960996358,81,27,0.271604938272
beleven,0.910904788642,0.741449572484,90,30,0.0777777777778
koloniseren,0.910901835355,0.745335752524,93,31,0.279569892473
voeren,0.906587815824,0.219484237876,743,247,0.0861372812921
investeren,0.898736520192,0.622797780787,112,37,0.196428571429
signaleren,0.898406691071,0.688873985213,109,36,0.477064220183
plakken,0.898058113605,0.684770857398,106,35,0.358490566038
slopen,0.894417482246,0.245828315251,507,167,0.248520710059
voorkomen,0.891535830484,0.384559367319,283,93,0.395759717314
aanslaan,0.890683109418,0.703232464794,67,22,0.34328358209
smeden,0.888713964289,0.789104357275,61,20,0.377049180328
leveren,0.880743942673,0.0481739631953,1113,363,0.101527403414
lokken,0.878376183911,0.64681361162,83,27,0.21686746988
uitgraven,0.875879366852,0.635007331963,77,25,0.519480519481
ontsteken,0.875879366852,0.635007331963,77,25,0.285714285714
meeleveren,0.874480794875,0.628762045172,74,24,0.108108108108
decoreren,0.874480794875,0.628762045172,74,24,0.540540540541
annexeren,0.871117155875,0.310506994505,272,88,0.268382352941
afbouwen,0.86952061053,0.697572910484,65,21,0.430769230769
beëindigen,0.86907242025,0.142220189438,520,168,0.288461538462
ontnemen,0.866435586868,0.506385806848,121,39,0.297520661157
arresteren,0.86570523314,0.115048982219,571,184,0.292469352014
bombarderen,0.864162596484,0.496147390739,115,37,0.191304347826
afhandelen,0.862991254278,0.676392560678,56,18,0.321428571429
graven,0.861216149629,0.280190319974,271,87,0.343173431734
propageren,0.8603304899,0.668478848587,53,17,0.0188679245283
verzwelgen,0.8603304899,0.668478848587,53,17,0.22641509434
boren,0.8603304899,0.668478848587,53,17,0.301886792453
lanceren,0.853686328254,0.160966931303,376,120,0.143617021277
staken,0.852040608375,0.352399074756,182,58,0.175824175824
uitgaan,0.851448003807,0.418601594918,135,43,0.340740740741
bekendmaken,0.847373767826,0.599686048593,63,20,0.190476190476
aansluiten,0.845514563998,0.0109691130982,1056,335,0.67803030303
plaatsen,0.844268055082,2.05331413514e-05,2905,922,0.425473321859
erven,0.843829648353,0.217226017431,259,82,0.0501930501931
ontzeggen,0.840860959738,0.582555993529,57,18,0.228070175439
schieten,0.839962491314,0.160570672208,320,101,0.25625
bevelen,0.83860193833,0.513227113379,92,29,0.119565217391
herontdekken,0.835008522158,0.533576285603,70,22,0.114285714286
verlopen,0.833369711156,0.233821961885,223,70,0.995515695067
bestempelen,0.832293529017,0.295935790921,169,53,0.153846153846
verzenden,0.831645006736,0.366506386404,134,42,0.223880597015
opdelen,0.830837197093,0.185317708897,249,78,0.530120481928
knippen,0.828112994474,0.51647056873,64,20,0.421875
toegestaan,0.825218002248,0.0138204936363,763,238,0.733944954128
beleggen,0.824172271035,0.592564071123,61,19,0.327868852459
publiceren,0.82070048976,0.000196179526725,1640,510,0.178658536585
ontkennen,0.817447407598,0.376071755877,113,35,0.0530973451327
ontvluchten,0.817447407598,0.376071755877,113,35,1.0
confisqueren,0.815045452567,0.573359132012,55,17,0.381818181818
distribueren,0.815045452567,0.573359132012,55,17,0.0727272727273
toevoegen,0.813318957129,6.26702907086e-05,1731,535,0.227614095898
