word;aoa;percentknown;;;;;;
onbeheerd;12,06;100,0;;;;;;
onherroepelijk;12,06;100,0;;;;;;
onontkoombaar;12,06;100,0;;;;;;
onthutst;12,06;100,0;;;;;;
ontluiken;12,06;100,0;;;;;;
onzedig;12,06;100,0;;;;;;
optimum;12,06;100,0;;;;;;
pimpen;12,06;100,0;;;;;;
pionieren;12,06;100,0;;;;;;
reëel;12,06;100,0;;;;;;
reïncarnatie;12,06;100,0;;;;;;
sarcasme;12,06;100,0;;;;;;
sensor;12,06;100,0;;;;;;
sluitstuk;12,06;100,0;;;;;;
smeergeld;12,06;100,0;;;;;;
spiritueel;12,06;100,0;;;;;;
springvloed;12,06;100,0;;;;;;
stretcher;12,06;100,0;;;;;;
striptease;12,06;100,0;;;;;;
sympathiseren;12,06;100,0;;;;;;
transpiratie;12,06;100,0;;;;;;
uniformiteit;12,06;100,0;;;;;;
veinzerij;12,06;100,0;;;;;;
voetvolk;12,06;100,0;;;;;;
vrijblijvend;12,06;100,0;;;;;;
welbehagen;12,06;100,0;;;;;;
wereldorde;12,06;100,0;;;;;;
wilskrachtig;12,06;100,0;;;;;;
zuidwester;12,06;100,0;;;;;;
beletsel;12,06;90,0;;;;;;
droefgeestig;12,06;90,0;;;;;;
meedingen;12,06;90,0;;;;;;
tobber;12,06;90,0;;;;;;
bourgogne;12,06;94,4;;;;;;
ellips;12,06;94,4;;;;;;
filosofie;12,06;94,4;;;;;;
gelijkstroom;12,06;94,4;;;;;;
grafiet;12,06;94,4;;;;;;
grondtoon;12,06;94,4;;;;;;
ijken;12,06;94,4;;;;;;
kerkenraad;12,06;94,4;;;;;;
lichtzinnig;12,06;94,4;;;;;;
menskunde;12,06;94,4;;;;;;
ofschoon;12,06;94,4;;;;;;
onbedaarlijk;12,06;94,4;;;;;;
opdiepen;12,06;94,4;;;;;;
overtallig;12,06;94,4;;;;;;
radioactief;12,06;94,4;;;;;;
respectief;12,06;94,4;;;;;;
scanderen;12,06;94,4;;;;;;
stamtijden;12,06;94,4;;;;;;
tanga;12,06;94,4;;;;;;
tijdslot;12,06;94,4;;;;;;
vleselijk;12,06;94,4;;;;;;
zegelring;12,06;94,4;;;;;;
schaft;12,06;85,0;;;;;;
gala;12,06;99,0;;;;;;
bewindsman;12,06;88,9;;;;;;
completeren;12,06;88,9;;;;;;
eldorado;12,06;88,9;;;;;;
ijkpunt;12,06;88,9;;;;;;
langoustine;12,06;88,9;;;;;;
maritiem;12,06;88,9;;;;;;
minnen;12,06;88,9;;;;;;
minutieus;12,06;88,9;;;;;;
revolteren;12,06;88,9;;;;;;
roofbouw;12,06;88,9;;;;;;
snedig;12,06;88,9;;;;;;
vragenvuur;12,06;88,9;;;;;;
gild;12,06;62,0;;;;;;
take;12,07;92,0;;;;;;
gewelf;12,07;100,0;;;;;;
frêle;12,07;59,2;;;;;;
deerne;12,07;83,3;;;;;;
dwaallicht;12,07;83,3;;;;;;
hachelijk;12,07;83,3;;;;;;
inlander;12,07;83,3;;;;;;
koket;12,07;83,3;;;;;;
koterij;12,07;83,3;;;;;;
leuterkous;12,07;83,3;;;;;;
toemeten;12,07;83,3;;;;;;
furore;12,07;75,0;;;;;;
staccato;12,07;75,0;;;;;;
wasemen;12,07;75,0;;;;;;
voile;12,07;91,0;;;;;;
donna;12,07;86,0;;;;;;
reder;12,07;75,6;;;;;;
afgezant;12,07;77,8;;;;;;
armlastig;12,07;77,8;;;;;;
behelzen;12,07;77,8;;;;;;
berooid;12,07;77,8;;;;;;
bulken;12,07;77,8;;;;;;
expresse;12,07;77,8;;;;;;
leesblind;12,07;77,8;;;;;;
spijzigen;12,07;77,8;;;;;;
verdagen;12,07;77,8;;;;;;
vrijbuiter;12,07;77,8;;;;;;
lambiek;12,07;70,0;;;;;;
verschalen;12,07;70,0;;;;;;
trailer;12,08;100,0;;;;;;
acacia;12,08;66,7;;;;;;
engte;12,08;91,3;;;;;;
beroemen;12,08;72,2;;;;;;
duperen;12,08;72,2;;;;;;
guitig;12,08;72,2;;;;;;
kentering;12,08;72,2;;;;;;
kikvorsman;12,08;72,2;;;;;;
lamzalig;12,08;72,2;;;;;;
mijmerij;12,08;72,2;;;;;;
militie;12,08;72,2;;;;;;
voetzoeker;12,08;72,2;;;;;;
blijspel;12,08;65,0;;;;;;
buurtschap;12,08;65,0;;;;;;
fijnbesnaard;12,08;65,0;;;;;;
slomp;12,08;66,7;;;;;;
archetype;12,08;66,7;;;;;;
geleding;12,08;66,7;;;;;;
jonggezel;12,08;66,7;;;;;;
nieuwerwets;12,08;66,7;;;;;;
warempel;12,08;66,7;;;;;;
weeklagen;12,08;66,7;;;;;;
duinafslag;12,08;60,0;;;;;;
geschulpt;12,08;60,0;;;;;;
sacherijn;12,08;60,0;;;;;;
flair;12,08;99,0;;;;;;
boycot;12,09;100,0;;;;;;
informeel;12,09;99,6;;;;;;
pooier;12,09;99,6;;;;;;
tors;12,09;68,0;;;;;;
push;12,09;98,2;;;;;;
adelborst;12,09;61,1;;;;;;
doodseskader;12,09;61,1;;;;;;
galgenmaal;12,09;61,1;;;;;;
knoert;12,09;61,1;;;;;;
sjezen;12,09;61,1;;;;;;
snoeshaan;12,09;61,1;;;;;;
valoriseren;12,09;61,1;;;;;;
zinrijk;12,09;61,1;;;;;;
aalscholver;12,09;55,0;;;;;;
postmerk;12,09;55,0;;;;;;
scholekster;12,09;55,0;;;;;;
getto;12,09;98,9;;;;;;
loef;12,09;75,4;;;;;;
kamerlid;12,09;100,0;;;;;;
resem;12,10;76,9;;;;;;
expliceren;12,10;100,0;;;;;;
exterieur;12,10;100,0;;;;;;
functionaliteit;12,10;100,0;;;;;;
gekneveld;12,10;100,0;;;;;;
gradatie;12,10;100,0;;;;;;
hoerenloper;12,10;100,0;;;;;;
onkosten;12,10;100,0;;;;;;
opsodemieteren;12,10;100,0;;;;;;
oriëntaals;12,10;100,0;;;;;;
playboy;12,10;100,0;;;;;;
realist;12,10;100,0;;;;;;
relatief;12,10;100,0;;;;;;
transactie;12,10;100,0;;;;;;
vernuftig;12,10;100,0;;;;;;
visualiseren;12,10;100,0;;;;;;
wanbetaler;12,10;100,0;;;;;;
gemoedereerd;12,10;55,6;;;;;;
sjacheren;12,10;55,6;;;;;;
waardin;12,10;55,6;;;;;;
informaticus;12,10;97,9;;;;;;
autoroof;12,10;100,0;;;;;;
beroepsvrijwilliger;12,10;100,0;;;;;;
klierkoorts;12,10;100,0;;;;;;
spierziekte;12,10;100,0;;;;;;
geldverduistering;12,10;95,7;;;;;;
diamantduif;12,10;60,9;;;;;;
tractorpulling;12,10;56,5;;;;;;
fiat;12,10;99,1;;;;;;
kleingeestig;12,11;95,0;;;;;;
lectuur;12,11;95,0;;;;;;
lokettist;12,11;95,0;;;;;;
paneren;12,11;95,0;;;;;;
zedeloos;12,11;95,0;;;;;;
vernuft;12,11;96,0;;;;;;
aanstootgevend;12,11;100,0;;;;;;
aanverwant;12,11;100,0;;;;;;
abortus;12,11;100,0;;;;;;
ambassadeur;12,11;100,0;;;;;;
ambtsgeheim;12,11;100,0;;;;;;
astrologie;12,11;100,0;;;;;;
astroloog;12,11;100,0;;;;;;
bemiddelaar;12,11;100,0;;;;;;
benevelen;12,11;100,0;;;;;;
beslechten;12,11;100,0;;;;;;
blauwdruk;12,11;100,0;;;;;;
bloedplaatje;12,11;100,0;;;;;;
cannabis;12,11;100,0;;;;;;
chemicaliën;12,11;100,0;;;;;;
coulissen;12,11;100,0;;;;;;
deactiveren;12,11;100,0;;;;;;
derhalve;12,11;100,0;;;;;;
draagwijdte;12,11;100,0;;;;;;
eeneiig;12,11;100,0;;;;;;
egocentrisch;12,11;100,0;;;;;;
eigenwaarde;12,11;100,0;;;;;;
eileider;12,11;100,0;;;;;;
eliminatie;12,11;100,0;;;;;;
farmaceutisch;12,11;100,0;;;;;;
funderen;12,11;100,0;;;;;;
fysicus;12,11;100,0;;;;;;
gedesoriënteerd;12,11;100,0;;;;;;
genotmiddel;12,11;100,0;;;;;;
gezagdrager;12,11;100,0;;;;;;
hoogachtend;12,11;100,0;;;;;;
humaan;12,11;100,0;;;;;;
illegaliteit;12,11;100,0;;;;;;
immobiliteit;12,11;100,0;;;;;;
infarct;12,11;100,0;;;;;;
inlijven;12,11;100,0;;;;;;
intern;12,11;100,0;;;;;;
kadaver;12,11;100,0;;;;;;
kernaanval;12,11;100,0;;;;;;
lebberen;12,11;100,0;;;;;;
luchtledige;12,11;100,0;;;;;;
massamedia;12,11;100,0;;;;;;
mechanica;12,11;100,0;;;;;;
misgunnen;12,11;100,0;;;;;;
misnoegen;12,11;100,0;;;;;;
naturist;12,11;100,0;;;;;;
normaliter;12,11;100,0;;;;;;
ongedekt;12,11;100,0;;;;;;
ongeslagen;12,11;100,0;;;;;;
onontbeerlijk;12,11;100,0;;;;;;
ontaarding;12,11;100,0;;;;;;
onweerlegbaar;12,11;100,0;;;;;;
parlementair;12,11;100,0;;;;;;
participatie;12,11;100,0;;;;;;
participeren;12,11;100,0;;;;;;
perceel;12,11;100,0;;;;;;
persconferentie;12,11;100,0;;;;;;
planetarium;12,11;100,0;;;;;;
plichtsbesef;12,11;100,0;;;;;;
pokerspel;12,11;100,0;;;;;;
preview;12,11;100,0;;;;;;
prothese;12,11;100,0;;;;;;
psychologisch;12,11;100,0;;;;;;
ramadan;12,11;100,0;;;;;;
rekrutering;12,11;100,0;;;;;;
rotatie;12,11;100,0;;;;;;
scenarist;12,11;100,0;;;;;;
setting;12,11;100,0;;;;;;
slijmvlies;12,11;100,0;;;;;;
sollicitatie;12,11;100,0;;;;;;
stikstof;12,11;100,0;;;;;;
virtueel;12,11;100,0;;;;;;
voorbarig;12,11;100,0;;;;;;
wanen;12,11;100,0;;;;;;
weerzin;12,11;100,0;;;;;;
zinsnede;12,11;100,0;;;;;;
spelonk;12,11;90,0;;;;;;
droedel;12,11;50,0;;;;;;
klis;12,11;50,0;;;;;;
optornen;12,11;50,0;;;;;;
vierschaar;12,11;50,0;;;;;;
strooplikker;12,11;45,0;;;;;;
somp;12,11;18,0;;;;;;
frame;12,11;98,4;;;;;;
desk;12,11;100,0;;;;;;
trema;12,11;91,5;;;;;;
frivool;12,11;86,1;;;;;;
ontij;12,12;58,0;;;;;;
beduusd;12,12;94,4;;;;;;
circulair;12,12;94,4;;;;;;
creatuur;12,12;94,4;;;;;;
doemdenken;12,12;94,4;;;;;;
egotrip;12,12;94,4;;;;;;
explicatie;12,12;94,4;;;;;;
halsreikend;12,12;94,4;;;;;;
implanteren;12,12;94,4;;;;;;
jobstudent;12,12;94,4;;;;;;
kluisteren;12,12;94,4;;;;;;
kolven;12,12;94,4;;;;;;
kooplust;12,12;94,4;;;;;;
kuieren;12,12;94,4;;;;;;
laster;12,12;94,4;;;;;;
maîtresse;12,12;94,4;;;;;;
mastodont;12,12;94,4;;;;;;
ontreddering;12,12;94,4;;;;;;
processie;12,12;94,4;;;;;;
schakering;12,12;94,4;;;;;;
scheikunde;12,12;94,4;;;;;;
tournedos;12,12;94,4;;;;;;
verkwanselen;12,12;94,4;;;;;;
wrokkig;12,12;94,4;;;;;;
zenuwstelsel;12,12;94,4;;;;;;
nachtraaf;12,12;85,0;;;;;;
titelgevecht;12,12;85,0;;;;;;
krats;12,12;42,0;;;;;;
focus;12,12;100,0;;;;;;
combo;12,12;71,8;;;;;;
sijs;12,12;43,7;;;;;;
antarctisch;12,13;88,9;;;;;;
bloedsuiker;12,13;88,9;;;;;;
gareel;12,13;88,9;;;;;;
getuigenbank;12,13;88,9;;;;;;
leenman;12,13;88,9;;;;;;
onverhoopt;12,13;88,9;;;;;;
schietlood;12,13;88,9;;;;;;
torpedojager;12,13;88,9;;;;;;
vervaarlijk;12,13;88,9;;;;;;
weermacht;12,13;88,9;;;;;;
wetsdokter;12,13;88,9;;;;;;
vitterij;12,13;80,0;;;;;;
bordes;12,13;44,4;;;;;;
gaanderij;12,13;44,4;;;;;;
hippisch;12,13;44,4;;;;;;
hoereren;12,13;44,4;;;;;;
kopschuw;12,13;44,4;;;;;;
reuzel;12,13;44,4;;;;;;
vlonder;12,13;44,4;;;;;;
betijen;12,13;40,0;;;;;;
mandril;12,13;40,0;;;;;;
verholen;12,13;40,0;;;;;;
coke;12,13;100,0;;;;;;
kraakpand;12,13;100,0;;;;;;
neon;12,13;97,2;;;;;;
huik;12,13;29,7;;;;;;
aria;12,13;98,1;;;;;;
belerend;12,13;83,3;;;;;;
goudkoorts;12,13;83,3;;;;;;
idiotie;12,13;83,3;;;;;;
klooien;12,13;83,3;;;;;;
rijstpapier;12,13;83,3;;;;;;
tarten;12,13;83,3;;;;;;
verschalken;12,13;83,3;;;;;;
verzaken;12,13;83,3;;;;;;
witkalk;12,13;83,3;;;;;;
hummen;12,13;75,0;;;;;;
pulver;12,13;75,0;;;;;;
enggeestig;12,13;87,4;;;;;;
stage;12,13;100,0;;;;;;
inox;12,14;77,8;;;;;;
laatdunkend;12,14;77,8;;;;;;
looierij;12,14;77,8;;;;;;
maniakaal;12,14;77,8;;;;;;
nieuwsgaring;12,14;77,8;;;;;;
verpozen;12,14;77,8;;;;;;
discipel;12,14;70,0;;;;;;
schrijlings;12,14;70,0;;;;;;
versloffen;12,14;70,0;;;;;;
gnuiven;12,14;38,9;;;;;;
hooischelf;12,14;38,9;;;;;;
krakeel;12,14;38,9;;;;;;
mestvaalt;12,14;38,9;;;;;;
omgorden;12,14;38,9;;;;;;
traktement;12,14;38,9;;;;;;
dompteur;12,14;35,0;;;;;;
roervink;12,14;35,0;;;;;;
point;12,14;98,2;;;;;;
huig;12,14;94,4;;;;;;
subject;12,14;97,9;;;;;;
vamp;12,15;97,5;;;;;;
accuraat;12,15;100,0;;;;;;
besodemieterd;12,15;100,0;;;;;;
eenduidigheid;12,15;100,0;;;;;;
geïntegreerd;12,15;100,0;;;;;;
genetisch;12,15;100,0;;;;;;
implantaat;12,15;100,0;;;;;;
interventie;12,15;100,0;;;;;;
intrigeren;12,15;100,0;;;;;;
knolgewas;12,15;100,0;;;;;;
maquillage;12,15;100,0;;;;;;
monotoon;12,15;100,0;;;;;;
netwerken;12,15;100,0;;;;;;
pepmiddel;12,15;100,0;;;;;;
pi;12,15;100,0;;;;;;
placenta;12,15;100,0;;;;;;
reflecteren;12,15;100,0;;;;;;
retouche;12,15;100,0;;;;;;
thematiek;12,15;100,0;;;;;;
verrichting;12,15;100,0;;;;;;
voorspel;12,15;100,0;;;;;;
voorwendsel;12,15;100,0;;;;;;
autoriteit;12,15;100,0;;;;;;
manipulatief;12,15;100,0;;;;;;
high;12,15;99,6;;;;;;
timide;12,15;99,1;;;;;;
onwankelbaar;12,15;96,9;;;;;;
galabal;12,15;93,3;;;;;;
passe;12,15;58,9;;;;;;
afhaspelen;12,15;72,2;;;;;;
bancair;12,15;72,2;;;;;;
feeëriek;12,15;72,2;;;;;;
hospita;12,15;72,2;;;;;;
leurhandel;12,15;72,2;;;;;;
vergasten;12,15;72,2;;;;;;
zwakstroom;12,15;72,2;;;;;;
tronie;12,15;65,0;;;;;;
deugdelijk;12,16;95,0;;;;;;
exploratie;12,16;95,0;;;;;;
hoogvlakte;12,16;95,0;;;;;;
slagvaardig;12,16;95,0;;;;;;
sodemieteren;12,16;95,0;;;;;;
vingeren;12,16;95,0;;;;;;
visa;12,16;100,0;;;;;;
adjudant;12,16;97,9;;;;;;
doler;12,16;69,8;;;;;;
leukemie;12,17;100,0;;;;;;
sneb;12,17;28,9;;;;;;
aanbelangen;12,17;100,0;;;;;;
adolescent;12,17;100,0;;;;;;
agrarisch;12,17;100,0;;;;;;
alias;12,17;100,0;;;;;;
ammoniak;12,17;100,0;;;;;;
anekdote;12,17;100,0;;;;;;
baanbrekend;12,17;100,0;;;;;;
bedingen;12,17;100,0;;;;;;
beroepshalve;12,17;100,0;;;;;;
bezonnen;12,17;100,0;;;;;;
biotoop;12,17;100,0;;;;;;
bloedtransfusie;12,17;100,0;;;;;;
buitenwipper;12,17;100,0;;;;;;
chemisch;12,17;100,0;;;;;;
diabeet;12,17;100,0;;;;;;
dunken;12,17;100,0;;;;;;
elementair;12,17;100,0;;;;;;
export;12,17;100,0;;;;;;
flirterig;12,17;100,0;;;;;;
functioneel;12,17;100,0;;;;;;
geluidswal;12,17;100,0;;;;;;
geometrisch;12,17;100,0;;;;;;
grondlegger;12,17;100,0;;;;;;
harddrug;12,17;100,0;;;;;;
hiërarchisch;12,17;100,0;;;;;;
incidenteel;12,17;100,0;;;;;;
interest;12,17;100,0;;;;;;
kaliber;12,17;100,0;;;;;;
klaagzang;12,17;100,0;;;;;;
klaarkomen;12,17;100,0;;;;;;
kolonisatie;12,17;100,0;;;;;;
krachtterm;12,17;100,0;;;;;;
masturberen;12,17;100,0;;;;;;
menopauze;12,17;100,0;;;;;;
onnoemelijk;12,17;100,0;;;;;;
ontaarden;12,17;100,0;;;;;;
ontketenen;12,17;100,0;;;;;;
pantoffeldiertje;12,17;100,0;;;;;;
polijsten;12,17;100,0;;;;;;
redeloos;12,17;100,0;;;;;;
repliek;12,17;100,0;;;;;;
resident;12,17;100,0;;;;;;
reünie;12,17;100,0;;;;;;
sanctioneren;12,17;100,0;;;;;;
selectiviteit;12,17;100,0;;;;;;
sentiment;12,17;100,0;;;;;;
specialisme;12,17;100,0;;;;;;
stabiliseren;12,17;100,0;;;;;;
stembuiging;12,17;100,0;;;;;;
steriliseren;12,17;100,0;;;;;;
striptent;12,17;100,0;;;;;;
temperament;12,17;100,0;;;;;;
terminatie;12,17;100,0;;;;;;
theoreticus;12,17;100,0;;;;;;
uitgewekene;12,17;100,0;;;;;;
uitkeren;12,17;100,0;;;;;;
vacature;12,17;100,0;;;;;;
variabel;12,17;100,0;;;;;;
verdict;12,17;100,0;;;;;;
voltage;12,17;100,0;;;;;;
vrijmarkt;12,17;100,0;;;;;;
waanbeeld;12,17;100,0;;;;;;
waanidee;12,17;100,0;;;;;;
wedijveren;12,17;100,0;;;;;;
wegcode;12,17;100,0;;;;;;
bareel;12,17;90,0;;;;;;
bavarois;12,17;90,0;;;;;;
griffel;12,17;90,0;;;;;;
olympiade;12,17;90,0;;;;;;
uitvaardigen;12,17;90,0;;;;;;
affreus;12,17;66,7;;;;;;
basalt;12,17;66,7;;;;;;
el;12,17;66,7;;;;;;
glooiend;12,17;66,7;;;;;;
samenballen;12,17;66,7;;;;;;
torsen;12,17;66,7;;;;;;
zuring;12,17;66,7;;;;;;
jofel;12,17;60,0;;;;;;
uitkant;12,17;60,0;;;;;;
eigenheimer;12,17;33,3;;;;;;
grenadier;12,17;33,3;;;;;;
liflafje;12,17;33,3;;;;;;
roepia;12,17;30,0;;;;;;
steno;12,17;76,8;;;;;;
limit;12,17;98,1;;;;;;
gypsy;12,17;87,0;;;;;;
scanner;12,18;97,9;;;;;;
saffraan;12,18;95,9;;;;;;
raadsman;12,18;97,5;;;;;;
bekoorlijk;12,18;94,4;;;;;;
bevlogenheid;12,18;94,4;;;;;;
emoticon;12,18;94,4;;;;;;
gespeend;12,18;94,4;;;;;;
harmoniëren;12,18;94,4;;;;;;
incapabel;12,18;94,4;;;;;;
jaarrekening;12,18;94,4;;;;;;
middenschool;12,18;94,4;;;;;;
nijverheid;12,18;94,4;;;;;;
operateur;12,18;94,4;;;;;;
plamuur;12,18;94,4;;;;;;
slagorde;12,18;94,4;;;;;;
synchroon;12,18;94,4;;;;;;
vrijgeest;12,18;94,4;;;;;;
burgervader;12,18;85,0;;;;;;
klapstuk;12,18;85,0;;;;;;
rijksweg;12,18;85,0;;;;;;
pedel;12,18;62,4;;;;;;
stag;12,18;48,2;;;;;;
breve;12,18;22,0;;;;;;
aanmonsteren;12,18;61,1;;;;;;
emoe;12,18;61,1;;;;;;
gekscherend;12,18;61,1;;;;;;
honen;12,18;61,1;;;;;;
naarling;12,18;61,1;;;;;;
nippel;12,18;61,1;;;;;;
onvertogen;12,18;61,1;;;;;;
plantsoen;12,18;61,1;;;;;;
voorplecht;12,18;61,1;;;;;;
verworden;12,18;55,0;;;;;;
verzengend;12,18;55,0;;;;;;
kalot;12,19;23,6;;;;;;
amazonezit;12,19;88,9;;;;;;
biologeren;12,19;88,9;;;;;;
indruisen;12,19;88,9;;;;;;
ingekapseld;12,19;88,9;;;;;;
meerval;12,19;88,9;;;;;;
onguur;12,19;88,9;;;;;;
pachter;12,19;88,9;;;;;;
inwijkeling;12,19;80,0;;;;;;
torso;12,19;86,4;;;;;;
salie;12,19;74,9;;;;;;
cider;12,19;98,5;;;;;;
activist;12,20;100,0;;;;;;
epileptisch;12,20;100,0;;;;;;
geograaf;12,20;100,0;;;;;;
initiatie;12,20;100,0;;;;;;
neutraliseren;12,20;100,0;;;;;;
optimaliseren;12,20;100,0;;;;;;
ovulatie;12,20;100,0;;;;;;
pokeren;12,20;100,0;;;;;;
aalglad;12,20;83,3;;;;;;
afrossen;12,20;83,3;;;;;;
beneveld;12,20;83,3;;;;;;
bits;12,20;83,3;;;;;;
brassen;12,20;83,3;;;;;;
eigenmachtig;12,20;83,3;;;;;;
landerijen;12,20;83,3;;;;;;
ordentelijk;12,20;83,3;;;;;;
paramilitair;12,20;83,3;;;;;;
pendule;12,20;83,3;;;;;;
schutterij;12,20;83,3;;;;;;
soldeerbout;12,20;83,3;;;;;;
spilfiguur;12,20;83,3;;;;;;
steenpuist;12,20;83,3;;;;;;
woningnood;12,20;83,3;;;;;;
stakerig;12,20;75,0;;;;;;
vlassen;12,20;55,6;;;;;;
zuurdesem;12,20;55,6;;;;;;
jandoedel;12,20;27,8;;;;;;
kloffie;12,20;27,8;;;;;;
remonstrants;12,20;25,0;;;;;;
titanic;12,20;100,0;;;;;;
vice-premier;12,20;100,0;;;;;;
hold-up;12,20;95,8;;;;;;
chilli;12,20;95,7;;;;;;
valkparkiet;12,20;83,3;;;;;;
kinknagel;12,20;56,5;;;;;;
berd;12,20;8,1;;;;;;
watt;12,21;100,0;;;;;;
mail;12,21;100,0;;;;;;
eerbewijs;12,21;95,0;;;;;;
meringue;12,21;95,0;;;;;;
vogelaar;12,21;95,0;;;;;;
individualistisch;12,21;100,0;;;;;;
betichte;12,21;77,8;;;;;;
blamage;12,21;77,8;;;;;;
booster;12,21;77,8;;;;;;
confectie;12,21;77,8;;;;;;
helleveeg;12,21;77,8;;;;;;
kerstenen;12,21;77,8;;;;;;
ongein;12,21;77,8;;;;;;
pochet;12,21;77,8;;;;;;
rollade;12,21;77,8;;;;;;
vijzelen;12,21;77,8;;;;;;
arduin;12,21;70,0;;;;;;
doorwaadbaar;12,21;70,0;;;;;;
vernikkelen;12,21;70,0;;;;;;
plaid;12,21;73,9;;;;;;
gladiool;12,22;75,3;;;;;;
aanvechtbaar;12,22;100,0;;;;;;
auteursrecht;12,22;100,0;;;;;;
avenue;12,22;100,0;;;;;;
banaliteit;12,22;100,0;;;;;;
beeldvorming;12,22;100,0;;;;;;
beproefd;12,22;100,0;;;;;;
beredeneren;12,22;100,0;;;;;;
beroeren;12,22;100,0;;;;;;
bevredigend;12,22;100,0;;;;;;
bloedbank;12,22;100,0;;;;;;
catalogiseren;12,22;100,0;;;;;;
cementeren;12,22;100,0;;;;;;
centraliseren;12,22;100,0;;;;;;
comateus;12,22;100,0;;;;;;
computervirus;12,22;100,0;;;;;;
constipatie;12,22;100,0;;;;;;
correspondentie;12,22;100,0;;;;;;
debatteren;12,22;100,0;;;;;;
demonstrant;12,22;100,0;;;;;;
dictafoon;12,22;100,0;;;;;;
dominantie;12,22;100,0;;;;;;
filosoferen;12,22;100,0;;;;;;
flankeren;12,22;100,0;;;;;;
gecompliceerd;12,22;100,0;;;;;;
geometrie;12,22;100,0;;;;;;
hardcover;12,22;100,0;;;;;;
hoogachten;12,22;100,0;;;;;;
immuun;12,22;100,0;;;;;;
islamist;12,22;100,0;;;;;;
jurist;12,22;100,0;;;;;;
kernafval;12,22;100,0;;;;;;
kiesrecht;12,22;100,0;;;;;;
kleinhartig;12,22;100,0;;;;;;
kroepoek;12,22;100,0;;;;;;
kwantiteit;12,22;100,0;;;;;;
labelen;12,22;100,0;;;;;;
leedvermaak;12,22;100,0;;;;;;
mediageniek;12,22;100,0;;;;;;
meeeter;12,22;100,0;;;;;;
minimumloon;12,22;100,0;;;;;;
mythologisch;12,22;100,0;;;;;;
objectie;12,22;100,0;;;;;;
onkunde;12,22;100,0;;;;;;
paranormaal;12,22;100,0;;;;;;
persvrijheid;12,22;100,0;;;;;;
plastisch;12,22;100,0;;;;;;
populatie;12,22;100,0;;;;;;
pornofilm;12,22;100,0;;;;;;
projectiel;12,22;100,0;;;;;;
rekwisiet;12,22;100,0;;;;;;
salmonella;12,22;100,0;;;;;;
schaamluis;12,22;100,0;;;;;;
scheikundig;12,22;100,0;;;;;;
selfmade;12,22;100,0;;;;;;
specie;12,22;100,0;;;;;;
testosteron;12,22;100,0;;;;;;
universitair;12,22;100,0;;;;;;
verankeren;12,22;100,0;;;;;;
vrijmoedig;12,22;100,0;;;;;;
welgeschapen;12,22;100,0;;;;;;
building;12,22;90,0;;;;;;
mocassin;12,22;90,0;;;;;;
mud;12,22;50,0;;;;;;
peillood;12,22;50,0;;;;;;
evenknie;12,22;45,0;;;;;;
spelevaren;12,22;45,0;;;;;;
vlasaard;12,22;45,0;;;;;;
galon;12,22;51,9;;;;;;
meug;12,22;51,9;;;;;;
smaad;12,23;95,8;;;;;;
debat;12,23;100,0;;;;;;
boterbriefje;12,23;72,2;;;;;;
gevoeg;12,23;72,2;;;;;;
indiceren;12,23;72,2;;;;;;
kindsdeel;12,23;72,2;;;;;;
schutten;12,23;72,2;;;;;;
aandrift;12,23;65,0;;;;;;
wok;12,23;99,8;;;;;;
astmaticus;12,24;94,4;;;;;;
autonoom;12,24;94,4;;;;;;
bijbaan;12,24;94,4;;;;;;
destructie;12,24;94,4;;;;;;
drieluik;12,24;94,4;;;;;;
fabricaat;12,24;94,4;;;;;;
geselaar;12,24;94,4;;;;;;
gotisch;12,24;94,4;;;;;;
incalculeren;12,24;94,4;;;;;;
intrige;12,24;94,4;;;;;;
onbestendig;12,24;94,4;;;;;;
plaveien;12,24;94,4;;;;;;
surplus;12,24;94,4;;;;;;
weerspannig;12,24;94,4;;;;;;
wedde;12,24;95,0;;;;;;
bloedarmoede;12,24;100,0;;;;;;
page;12,25;97,5;;;;;;
clou;12,25;92,2;;;;;;
ouwel;12,25;23,1;;;;;;
attribuut;12,25;100,0;;;;;;
autochtoon;12,25;100,0;;;;;;
berokkenen;12,25;100,0;;;;;;
caleidoscoop;12,25;100,0;;;;;;
climax;12,25;100,0;;;;;;
dictatuur;12,25;100,0;;;;;;
expressiviteit;12,25;100,0;;;;;;
heelkunde;12,25;100,0;;;;;;
hofmakerij;12,25;100,0;;;;;;
preciseren;12,25;100,0;;;;;;
proloog;12,25;100,0;;;;;;
vrijpleiten;12,25;100,0;;;;;;
wulps;12,25;100,0;;;;;;
zedenpreek;12,25;100,0;;;;;;
cellist;12,25;88,9;;;;;;
gamel;12,25;88,9;;;;;;
lokaliteit;12,25;88,9;;;;;;
navenant;12,25;88,9;;;;;;
palmares;12,25;88,9;;;;;;
pentagram;12,25;88,9;;;;;;
schappelijk;12,25;88,9;;;;;;
techneut;12,25;88,9;;;;;;
veterinair;12,25;88,9;;;;;;
afkalven;12,25;80,0;;;;;;
navorming;12,25;80,0;;;;;;
aardrijk;12,25;66,7;;;;;;
demontabel;12,25;66,7;;;;;;
fnuiken;12,25;66,7;;;;;;
hovenieren;12,25;66,7;;;;;;
kriel;12,25;66,7;;;;;;
schnabbelen;12,25;66,7;;;;;;
schragen;12,25;66,7;;;;;;
tornen;12,25;66,7;;;;;;
zegeboog;12,25;66,7;;;;;;
biest;12,25;44,4;;;;;;
